year,country_name,hdi_category,indicator_name,references,values
,Mauritius,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,5.8
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,..
,Russian Federation,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,53.5
,Albania,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,15.6
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,5.7
,Brazil,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,86.0
,Dominica,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,1.6
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,2.7
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,29.7
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,37.6
,Colombia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,15.2
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,63.9
,Samoa,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,4.0
,Thailand,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,3.7
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,10.5
,Belize,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,1.8
,China,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,5.1
,Grenada,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,2.0
,Armenia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,27.3
,Turkey,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,64.2
,Suriname,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,60.7
,Jordan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,2.8
,Peru,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,15.0
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,..
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,34.1
,Philippines,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,6.6
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,3.6
,Fiji,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,3.1
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,1.8
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,21.3
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,11.1
,Georgia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,12.8
,Guyana,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,5.5
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,66.4
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,9.5
,Maldives,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,4.3
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,16.6
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,3.9
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,5.9
,Algeria,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,10.7
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,3.3
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,13.3
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,4.9
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,..
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,18.9
,Moldova,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,16.5
,Egypt,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,6.6
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,..
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,19.2
,Honduras,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,15.0
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,13.2
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,6.3
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,8.6
,Gabon,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,3.0
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,..
,South Africa,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,7.4
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,..
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,..
,Botswana,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,7.9
,Namibia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,..
,Morocco,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,2.8
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,7.6
,India,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,7.2
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,9.6
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,28.0
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,3.9
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,25.2
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,7.0
,Comoros,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,..
,Ghana,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,25.6
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,7.5
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,5.8
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,8.5
,Congo,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,6.4
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,5.1
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,8.7
,Nepal,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,6.8
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,14.7
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,4.7
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,10.1
,Haiti,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,19.6
,Sudan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,41.8
,Kenya,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,11.6
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,..
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,..
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,36.1
,Togo,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,5.7
,Yemen,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,20.8
,Uganda,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,7.1
,Gambia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,5.0
,Senegal,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,3.7
,Eritrea,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,..
,Nigeria,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,23.5
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,13.8
,Guinea,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,..
,Rwanda,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,11.2
,Angola,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,393.3
,Benin,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,5.6
,Malawi,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,28.4
,Zambia,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,40.0
,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,5.4
,Burundi,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,13.8
,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,424.3
,Ethiopia,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 1990-2005,,4.2
,Chad,,Average annual change in consumer price index(percent) - 1990-2005,,5.3
,Central African Republic,,Average annual change in consumer price index(percent) - 1990-2005,,3.9
,Mozambique,,Average annual change in consumer price index(percent) - 1990-2005,,22.1
,Mali,,Average annual change in consumer price index(percent) - 1990-2005,,3.8
,Niger,,Average annual change in consumer price index(percent) - 1990-2005,,4.4
,Guinea-Bissau,,Average annual change in consumer price index(percent) - 1990-2005,,20.2
,Burkina Faso,,Average annual change in consumer price index(percent) - 1990-2005,,4.1
,Sierra Leone,,Average annual change in consumer price index(percent) - 1990-2005,,19.7
,Iceland,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,4.2
,Norway,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,1.5
,Australia,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.7
,Canada,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.2
,Ireland,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.4
,Sweden,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,0.5
,Switzerland,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,1.2
,Japan,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,-0.3
,Netherlands,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,1.7
,France,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,1.7
,Finland,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,0.9
,United States,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,3.4
,Spain,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,3.4
,Denmark,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,1.8
,Austria,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.3
,United Kingdom,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.8
,Belgium,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.8
,Luxembourg,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.5
,New Zealand,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,3.0
,Italy,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.0
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,0.9
,Germany,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.0
,Israel,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,1.3
,Greece,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,3.6
,Singapore,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,0.5
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.7
,Slovenia,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.5
,Cyprus,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,c,2.6
,Portugal,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.3
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,1.2
,Barbados,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,6.1
,Czech Republic,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,1.8
,Kuwait,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,4.1
,Malta,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,3.0
,Qatar,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,8.8
,Hungary,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,3.6
,Poland,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.1
,Argentina,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,9.6
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Chile,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,3.1
,Bahrain,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.6
,Slovakia,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.7
,Lithuania,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.7
,Estonia,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,4.1
,Latvia,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,6.8
,Uruguay,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,4.7
,Croatia,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,3.3
,Costa Rica,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,13.8
,Bahamas,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,e,1.6
,Seychelles,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,0.9
,Cuba,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Mexico,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,4.0
,Bulgaria,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,5.0
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,1.8
,Tonga,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,8.3
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Oman,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,c,1.2
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,6.9
,Romania,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,9.0
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,0.7
,Panama,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,3.3
,Malaysia,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,3.0
,Belarus,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,10.3
,Mauritius,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,4.9
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Russian Federation,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,12.7
,Albania,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.4
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,(.)
,Brazil,HIGH HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,6.9
,Dominica,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.2
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,3.9
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,7.6
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,16.0
,Colombia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,5.0
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,13.5
,Samoa,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,1.8
,Thailand,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,4.5
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,4.2
,Belize,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,3.6
,China,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,1.8
,Grenada,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Armenia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,0.6
,Turkey,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,8.2
,Suriname,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Jordan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,3.5
,Peru,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,1.6
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.4
,Philippines,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,7.6
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.0
,Fiji,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.4
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,3.7
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,13.4
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,6.8
,Georgia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,8.2
,Guyana,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,6.3
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,9.5
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,11.6
,Maldives,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,3.3
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,15.3
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,0.4
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,4.7
,Algeria,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,1.6
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,8.3
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,10.5
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,9.4
,Moldova,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,13.1
,Egypt,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,4.9
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,8.9
,Honduras,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,8.8
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,4.4
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,5.4
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,8.4
,Gabon,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,(.)
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,South Africa,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,3.4
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Botswana,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,8.6
,Namibia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.3
,Morocco,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,1.0
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,India,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,4.2
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,7.2
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,7.2
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,5.7
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,9.4
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,5.3
,Comoros,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Ghana,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,15.1
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,9.1
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,12.1
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,3.4
,Congo,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,5.3
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,7.0
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,4.8
,Nepal,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,6.8
